State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
West Virginia,8.82,Royal Enfield,Ninja 400,359221,2024,318,Petrol,49.14,Third,2018,Not Available,Individual,195878.15,Ortizside
Tennessee,61.11,Yamaha,Dominar 400,108650,2016,513,Petrol,35.38,Second,2024,Not Available,Dealer,52061.12,East Christinahaven
North Carolina,67.77,TVS,NTorq 125,345744,2021,143,Electric,47.94,First,2022,Not Available,Individual,248115.12,Emilyborough
Louisiana,64.3,KTM,CBR 650R,276486,2022,113,Petrol,40.52,First,2021,Expired,Dealer,199481.08,Joshuaport
Arkansas,53.63,Royal Enfield,NTorq 125,308400,2016,572,Petrol,30.99,Second,2024,Expired,Dealer,210908.68,Brownhaven
New Jersey,14.83,Honda,Shine,290580,2017,642,Electric,99.11,Second,2016,Active,Individual,140164.88,Debrafort
Minnesota,76.11,Yamaha,CT 100,264256,2023,484,Electric,78.82,First,2022,Active,Dealer,179825.73,Colonland
Arizona,71.48,Yamaha,Unicorn,94726,2015,957,Petrol,37.82,First,2020,Expired,Individual,73982.74,Torreston
Connecticut,37.4,Honda,MT-15,158716,2017,862,Hybrid,70.23,Second,2021,Not Available,Dealer,161796.98,South Penny
Rhode Island,61.48,Bajaj,Avenger 220,136163,2020,664,Hybrid,79.59,Third,2020,Not Available,Individual,109689.96,Wellsland
Vermont,61.83,Kawasaki,Dominar 400,214069,2020,157,Hybrid,88.25,Third,2023,Active,Dealer,138731.3,Williambury
South Dakota,28.95,Yamaha,Fascino 125,249278,2024,308,Electric,81.22,Second,2015,Expired,Dealer,152772.97,East Gregoryhaven
New Mexico,6.52,Royal Enfield,250 Duke,277173,2023,281,Petrol,64.99,Second,2024,Active,Dealer,111269.0,Robertborough
West Virginia,65.06,KTM,CBR 650R,222701,2019,918,Electric,59.65,Third,2019,Expired,Individual,119504.4,South Richardside
Kentucky,48.58,KTM,Classic 350,161327,2022,614,Electric,87.59,Second,2020,Expired,Dealer,158038.12,Allenfurt
New Hampshire,60.26,KTM,Apache RTR 160,183874,2017,303,Petrol,78.0,First,2019,Not Available,Dealer,78104.25,New Jamesville
Minnesota,47.35,Hero,Versys 650,114327,2023,351,Electric,42.46,Second,2020,Active,Individual,55466.25,Floresfort
New Mexico,31.44,KTM,Shine,202728,2015,974,Electric,53.58,Second,2016,Active,Individual,159561.72,Austinbury
Oregon,53.31,Kawasaki,Passion Pro,374461,2017,437,Petrol,43.53,Third,2019,Expired,Individual,208713.56,South Carlosland
Montana,73.48,Kawasaki,CBR 650R,64679,2017,712,Petrol,43.29,Second,2020,Not Available,Individual,58756.34,North Steven
New Mexico,77.28,Kawasaki,Duke 200,390923,2023,643,Hybrid,89.69,Third,2021,Expired,Individual,253090.18,New Charlesmouth
Arizona,39.21,Yamaha,Jupiter,351266,2024,412,Hybrid,52.48,Third,2020,Not Available,Individual,153775.31,Nicholasfort
Washington,11.27,Hero,Splendor Plus,356934,2016,340,Petrol,64.96,First,2016,Not Available,Individual,223937.84,South Brandon
Alabama,13.53,Royal Enfield,Platina 110,358426,2018,726,Electric,92.53,Second,2017,Expired,Individual,203063.45,East Andrew
Alaska,67.09,TVS,250 Duke,69079,2023,662,Petrol,71.2,Third,2020,Not Available,Dealer,43521.56,Lake Alicia
New York,44.47,Bajaj,Apache RTR 160,200310,2017,915,Hybrid,39.36,Third,2020,Active,Individual,112894.16,South Stephen
Wyoming,24.8,Honda,Ninja 300,281605,2016,759,Electric,99.83,Third,2022,Active,Individual,104245.79,Carolynburgh
Missouri,35.47,Bajaj,MT-15,275713,2019,538,Hybrid,66.18,Second,2021,Expired,Dealer,218063.79,Port Andrewfort
Washington,44.79,Bajaj,Dominar 400,360785,2021,459,Hybrid,64.86,Third,2023,Active,Individual,265368.86,New Ian
New Mexico,20.15,TVS,Ninja 300,165366,2021,396,Hybrid,79.21,Second,2015,Expired,Dealer,90346.57,South Dave
Nevada,36.03,KTM,Dominar 400,93473,2020,949,Electric,47.07,First,2017,Not Available,Individual,108002.93,East Jessicahaven
Minnesota,38.96,Kawasaki,Xtreme 160R,341164,2017,837,Hybrid,60.35,First,2022,Expired,Individual,94101.5,Davidbury
Arkansas,57.5,Royal Enfield,Ronin,194941,2021,589,Hybrid,47.42,Second,2023,Not Available,Dealer,121869.34,Bergton
Wisconsin,12.63,Yamaha,390 Adventure,260219,2023,454,Electric,61.36,Second,2018,Expired,Individual,159210.74,New Donna
Connecticut,34.1,Honda,FZ V3,222011,2020,539,Petrol,54.86,Third,2022,Not Available,Dealer,125429.74,South Walter
Illinois,36.59,Honda,CT 100,392684,2021,640,Electric,95.73,Third,2016,Not Available,Individual,262349.82,East Robertborough
Rhode Island,22.75,Bajaj,Sport,249373,2015,872,Petrol,43.55,Second,2022,Expired,Dealer,166207.13,Figueroamouth
Washington,11.26,TVS,Pulsar 150,274206,2015,318,Petrol,44.73,Second,2021,Not Available,Dealer,184683.24,North Bridgetfort
Minnesota,68.52,Royal Enfield,Himalayan,168949,2024,225,Petrol,60.61,First,2021,Not Available,Dealer,107226.11,Rossburgh
Oklahoma,35.5,Hero,125 Duke,390405,2023,857,Hybrid,87.26,Second,2021,Expired,Dealer,284306.54,South Justin
Delaware,17.37,Hero,Himalayan,74546,2022,861,Electric,71.41,Third,2022,Active,Dealer,43496.86,East Rogerchester
New Hampshire,10.96,Hero,Shine,97787,2023,889,Petrol,53.06,Second,2024,Not Available,Dealer,105063.18,Lake Cassandra
Nebraska,28.49,Bajaj,CBR 650R,370509,2017,150,Petrol,51.74,Third,2022,Expired,Dealer,242825.38,Port Danielshire
North Carolina,27.9,KTM,Versys 650,367647,2018,935,Electric,94.18,Third,2022,Expired,Individual,264454.28,Lake Sharonview
Missouri,26.56,Hero,Dio,108581,2017,456,Petrol,55.61,Third,2022,Expired,Individual,37009.64,Morrischester
New York,44.41,Hero,Activa,124625,2019,709,Petrol,69.89,Third,2021,Active,Individual,49169.0,Richardfurt
Washington,17.94,Honda,125 Duke,155423,2017,361,Electric,73.21,Third,2021,Expired,Dealer,188804.08,West Eric
Indiana,52.62,Hero,Splendor Plus,132596,2022,700,Hybrid,59.44,Third,2024,Active,Individual,111533.47,Michaelaborough
Montana,13.76,TVS,Sport,95713,2016,913,Petrol,74.27,Second,2021,Not Available,Dealer,37451.49,Shawnland
Florida,11.86,Hero,Pulsar 150,355261,2024,325,Petrol,27.64,Third,2023,Active,Individual,227318.47,Christopherton
Texas,62.85,KTM,CBR 650R,218772,2022,293,Hybrid,41.69,Second,2018,Expired,Individual,135632.06,Lake Brittanyland
Delaware,60.22,Bajaj,Z650,78813,2015,434,Electric,97.85,First,2024,Expired,Dealer,39398.04,Port Vanessaberg
Utah,71.53,Yamaha,Jupiter,198181,2023,290,Electric,74.32,Third,2020,Not Available,Individual,143384.84,Lake Tammy
Virginia,39.53,KTM,Interceptor 650,82009,2019,970,Hybrid,41.49,Second,2018,Expired,Individual,64800.75,East Wendy
California,24.12,Kawasaki,Dio,137988,2019,597,Petrol,55.94,First,2016,Expired,Individual,84905.06,New Cameron
Rhode Island,16.04,Yamaha,Sport,380894,2024,425,Electric,85.28,First,2021,Active,Individual,252793.58,Danielshire
Nebraska,63.95,Yamaha,Ninja 400,284561,2023,776,Electric,76.86,Third,2018,Not Available,Dealer,104860.09,South Jamesborough
North Dakota,54.22,KTM,Glamour,245503,2020,425,Electric,99.74,Third,2024,Expired,Dealer,166054.61,Porterstad
Oklahoma,9.39,Royal Enfield,Vulcan S,164020,2016,606,Hybrid,89.09,Third,2016,Not Available,Individual,111541.8,Joshuafort
Montana,26.45,TVS,HF Deluxe,391482,2020,613,Hybrid,63.98,First,2019,Not Available,Dealer,249614.68,Meltonbury
Kentucky,69.08,Bajaj,NTorq 125,366816,2015,716,Petrol,34.45,Third,2023,Expired,Individual,223280.83,Amandaberg
Maine,56.46,Bajaj,Ray ZR,390528,2023,873,Electric,43.69,Second,2018,Not Available,Dealer,242286.22,West Angel
Kentucky,45.36,Honda,250 Duke,95949,2022,427,Electric,85.65,Third,2020,Active,Dealer,47726.89,West Mark
North Dakota,35.29,Kawasaki,Hunter 350,386238,2021,106,Electric,83.61,Third,2023,Active,Dealer,265596.3,Russoton
Idaho,64.79,Kawasaki,Shine,70614,2020,654,Hybrid,62.6,First,2022,Not Available,Dealer,39006.54,Harrisborough
New York,47.39,Royal Enfield,250 Duke,261766,2016,198,Petrol,61.61,Third,2020,Active,Individual,119397.22,South Kaylaside
North Carolina,43.75,TVS,Splendor Plus,89162,2019,960,Electric,82.92,Third,2024,Not Available,Dealer,78105.41,West Markburgh
Nebraska,8.94,Hero,NTorq 125,126007,2019,594,Hybrid,94.15,Third,2023,Active,Dealer,67140.55,Michaelbury
California,57.52,TVS,RC 390,68129,2019,249,Hybrid,61.45,Second,2016,Not Available,Dealer,48693.6,Jeremymouth
Alabama,22.44,Honda,390 Adventure,225442,2023,752,Petrol,45.54,First,2016,Not Available,Individual,166933.88,Christopherchester
Iowa,68.72,TVS,Sport,336298,2020,575,Petrol,46.49,Third,2020,Not Available,Individual,200611.54,Port Daltonhaven
North Carolina,54.75,TVS,R15 V4,223503,2019,640,Electric,76.03,First,2019,Active,Dealer,103106.76,North Lauriefort
Connecticut,24.91,TVS,Shine,260328,2021,598,Petrol,60.9,First,2019,Active,Individual,178003.82,Griffinfurt
California,21.58,Yamaha,Ninja 400,161026,2020,518,Electric,74.06,First,2022,Expired,Individual,145271.96,New Sarah
Massachusetts,58.75,KTM,RC 390,314027,2016,582,Petrol,68.06,First,2018,Expired,Dealer,113897.96,West Devin
Pennsylvania,30.42,Royal Enfield,Interceptor 650,95765,2018,904,Petrol,57.94,Third,2017,Active,Individual,33297.23,East Jillberg
Nebraska,19.65,Hero,Classic 350,131157,2023,774,Petrol,40.32,Third,2024,Expired,Dealer,114771.81,East Hannahside
Alaska,17.79,Yamaha,Interceptor 650,280809,2020,857,Electric,92.98,Second,2024,Expired,Dealer,206285.92,Baileytown
Delaware,14.26,Royal Enfield,Classic 350,87738,2021,972,Hybrid,60.83,Second,2024,Not Available,Individual,62037.96,East Taylorport
New Mexico,69.68,Bajaj,390 Adventure,209763,2022,161,Hybrid,76.7,First,2020,Expired,Individual,138465.07,Johnnymouth
Indiana,22.06,Honda,Ronin,243889,2016,606,Electric,74.59,First,2019,Expired,Individual,126157.18,Harpertown
Alabama,24.4,KTM,Ronin,359251,2018,262,Electric,70.87,First,2015,Not Available,Dealer,228648.12,New Patrickberg
Illinois,26.62,Honda,Unicorn,387131,2015,170,Electric,84.54,Third,2018,Expired,Individual,293972.27,Joseland
Georgia,61.57,Bajaj,125 Duke,153113,2015,833,Electric,90.26,First,2022,Not Available,Dealer,147061.23,Port Timothyton
New Hampshire,64.74,KTM,Avenger 220,283480,2020,533,Hybrid,81.49,Second,2024,Expired,Dealer,140326.45,Lake Christina
Virginia,74.92,Hero,MT-15,103866,2024,542,Petrol,31.84,Third,2024,Active,Dealer,50938.49,North Darrell
Maine,48.71,Hero,Ninja 400,348728,2023,189,Electric,82.54,First,2024,Not Available,Individual,223070.55,Wilkersonstad
Oklahoma,73.2,TVS,Vulcan S,115940,2015,332,Petrol,58.14,Second,2021,Active,Dealer,102979.91,West Lawrencebury
Iowa,52.69,KTM,MT-15,276103,2017,693,Electric,69.5,First,2015,Expired,Individual,119834.3,Lake Sean
Nevada,40.3,TVS,Passion Pro,137424,2017,332,Petrol,79.32,Second,2022,Expired,Dealer,87280.84,New Terrence
New York,64.68,Kawasaki,MT-15,337706,2022,708,Hybrid,80.85,Second,2023,Expired,Dealer,165495.58,Lake Jonathanstad
North Carolina,31.32,TVS,Versys 650,148049,2017,500,Electric,82.16,Second,2021,Active,Dealer,140367.92,Lake Duanehaven
North Carolina,44.58,Kawasaki,Jupiter,279494,2024,173,Electric,83.35,Second,2020,Active,Dealer,127940.6,Jefferyfurt
Arkansas,68.13,Hero,Activa,380571,2015,966,Hybrid,68.17,Second,2024,Not Available,Dealer,250172.12,Welchview
Pennsylvania,66.94,KTM,Ninja 400,372106,2022,396,Hybrid,99.87,First,2016,Active,Individual,252657.24,New Tarafurt
Mississippi,35.58,Hero,NTorq 125,50192,2018,882,Petrol,67.25,Third,2024,Active,Individual,23368.08,West Zacharyborough
West Virginia,49.88,KTM,Apache RTR 160,205497,2022,809,Petrol,85.24,Second,2015,Active,Dealer,138279.47,Kathyport
Ohio,25.65,Hero,Meteor 350,252067,2018,238,Hybrid,84.26,Third,2017,Active,Individual,116307.91,Rodriguezland
Texas,56.45,Kawasaki,Ronin,391370,2023,322,Hybrid,73.46,Second,2024,Expired,Dealer,273244.78,Wattsborough
North Dakota,18.56,Honda,Unicorn,265229,2015,369,Electric,70.31,First,2022,Expired,Dealer,184572.52,Georgeshire
Iowa,77.46,KTM,Avenger 220,159340,2022,426,Petrol,68.92,Third,2023,Expired,Dealer,66839.43,Smithfurt
Florida,66.81,Honda,Apache RTR 160,239977,2016,482,Petrol,51.62,Second,2022,Active,Dealer,137662.93,East Alice
Texas,63.77,Honda,Ninja 400,98574,2022,642,Petrol,38.38,First,2018,Expired,Dealer,89455.6,Jeanneside
Virginia,17.22,Yamaha,Ray ZR,52704,2024,954,Petrol,84.46,Third,2024,Not Available,Individual,24407.12,Andrewshire
Louisiana,70.59,Kawasaki,Himalayan,373934,2024,993,Petrol,35.93,Third,2024,Active,Dealer,217548.46,East Amandaport
South Dakota,72.7,Bajaj,Himalayan,205001,2022,650,Petrol,63.22,Second,2024,Expired,Individual,201754.24,Theresafurt
Utah,58.76,Royal Enfield,CBR 650R,117265,2015,569,Petrol,30.45,First,2022,Active,Dealer,50989.22,Rodriguezview
Rhode Island,75.36,Bajaj,Versys 650,243617,2016,499,Petrol,64.02,Second,2022,Not Available,Individual,131473.17,East Kirk
Alabama,6.12,Bajaj,Duke 200,392099,2024,892,Petrol,30.4,Third,2022,Expired,Dealer,267748.68,New Kenneth
Georgia,52.86,Yamaha,390 Adventure,197699,2022,221,Electric,94.78,Second,2022,Expired,Dealer,83187.36,North Loriburgh
Kansas,34.96,Yamaha,CBR 650R,234112,2015,790,Electric,96.1,Third,2021,Not Available,Individual,194352.61,Pamelamouth
Missouri,32.56,TVS,RC 390,386364,2019,241,Electric,99.61,Third,2024,Not Available,Individual,264944.04,South Carlborough
Utah,33.25,Hero,Dio,59059,2017,270,Petrol,57.88,First,2021,Expired,Dealer,27293.33,Jamesmouth
California,33.63,Kawasaki,Ray ZR,201784,2019,559,Electric,86.51,First,2021,Not Available,Dealer,159240.48,Christophermouth
North Dakota,32.74,TVS,Sport,369523,2017,119,Petrol,44.41,Second,2020,Not Available,Dealer,251297.44,New Royville
Minnesota,33.87,Kawasaki,Dominar 400,116285,2016,761,Electric,43.99,First,2018,Active,Dealer,86421.55,Munozfurt
Massachusetts,47.82,Royal Enfield,CT 100,51495,2016,399,Petrol,40.29,First,2022,Expired,Individual,22884.68,Bryantside
Kentucky,55.47,TVS,FZ V3,252305,2020,119,Electric,81.22,Third,2022,Active,Dealer,115394.44,Kiddmouth
Louisiana,43.22,Yamaha,NTorq 125,365172,2024,944,Electric,86.52,Third,2024,Expired,Individual,198891.02,Bradleyville
Pennsylvania,59.36,Yamaha,Classic 350,106403,2020,395,Hybrid,66.58,Second,2015,Active,Individual,68009.58,West Kyleburgh
Louisiana,60.96,Honda,Passion Pro,361853,2017,614,Petrol,66.32,Third,2024,Not Available,Individual,174879.92,North Lisabury
Kentucky,76.84,Royal Enfield,Duke 200,358841,2019,519,Hybrid,78.95,First,2020,Active,Individual,146687.38,Thomasberg
Kansas,38.33,Royal Enfield,Platina 110,105887,2022,333,Hybrid,90.89,Third,2023,Active,Individual,87165.81,Hernandezshire
Hawaii,53.05,KTM,NTorq 125,383584,2015,320,Petrol,53.62,First,2019,Not Available,Dealer,232518.26,South Stevenside
Washington,46.18,Royal Enfield,Platina 110,270768,2019,168,Electric,86.72,Third,2023,Not Available,Dealer,158867.65,West Ralphland
Hawaii,10.36,TVS,Z650,238134,2020,927,Hybrid,66.2,Third,2023,Not Available,Individual,155084.71,West Angelaberg
North Dakota,6.22,Yamaha,CBR 650R,75573,2024,403,Petrol,33.85,First,2024,Not Available,Dealer,29490.21,Snydershire
Massachusetts,64.61,Kawasaki,Glamour,75877,2020,851,Hybrid,54.19,Third,2024,Expired,Individual,41035.37,West Russell
Minnesota,71.53,Bajaj,CBR 650R,88654,2018,765,Electric,95.93,First,2021,Expired,Dealer,63595.42,Port Ginaview
Missouri,57.2,KTM,Platina 110,153149,2020,263,Petrol,94.2,Second,2022,Active,Dealer,122148.1,West Robert
California,66.87,TVS,Platina 110,104994,2019,414,Petrol,33.13,Third,2018,Not Available,Dealer,68034.33,Adkinsport
Rhode Island,6.67,Honda,Dominar 400,260827,2021,171,Petrol,56.67,Second,2023,Active,Dealer,123969.11,Longtown
Washington,22.25,Honda,HF Deluxe,233054,2016,295,Electric,71.4,Third,2018,Active,Dealer,178379.21,Crawfordshire
Georgia,15.52,Royal Enfield,NTorq 125,381319,2015,963,Petrol,58.02,Second,2021,Expired,Individual,247037.79,West Thomas
Massachusetts,78.91,Yamaha,Glamour,215265,2020,707,Petrol,74.05,First,2021,Not Available,Individual,129016.33,West Jamie
Missouri,42.65,Honda,Dio,328967,2023,209,Petrol,46.97,Third,2022,Expired,Individual,181033.37,West Kevin
Arizona,55.63,Hero,Ray ZR,67694,2018,517,Petrol,35.48,Third,2019,Not Available,Dealer,51500.49,Lake Holly
West Virginia,30.07,Royal Enfield,Ray ZR,260306,2022,252,Electric,83.44,Second,2019,Not Available,Individual,130967.87,Lake Theresa
